frameMs,draws,vsB0,vsB1,vsB2,vsB3,psB0,psB1,psB2,psB3,vbLocks,vbDiscards,ibLocks,ibDiscards
7.52,12,12,0,0,0,0,0,0,0,11,0,0,0
8.48,12,12,0,0,0,0,0,0,0,11,0,0,0
6.47,12,12,0,0,0,0,0,0,0,11,0,0,0
7.19,12,12,0,0,0,0,0,0,0,11,0,0,0
6.75,12,12,0,0,0,0,0,0,0,11,0,0,0
7.40,12,12,0,0,0,0,0,0,0,11,0,0,0
6.88,12,12,0,0,0,0,0,0,0,11,0,0,0
6.94,12,12,0,0,0,0,0,0,0,11,0,0,0
7.23,12,12,0,0,0,0,0,0,0,11,0,0,0
6.99,12,12,0,0,0,0,0,0,0,11,0,0,0
7.85,12,12,0,0,0,0,0,0,0,11,0,0,0
7.51,12,12,0,0,0,0,0,0,0,11,0,0,0
6.76,12,12,0,0,0,0,0,0,0,11,0,0,0
7.15,12,12,0,0,0,0,0,0,0,11,0,0,0
7.60,12,12,0,0,0,0,0,0,0,11,0,0,0
6.82,12,12,0,0,0,0,0,0,0,11,0,0,0
7.92,12,12,0,0,0,0,0,0,0,11,0,0,0
6.28,12,12,0,0,0,0,0,0,0,11,0,0,0
7.20,12,12,0,0,0,0,0,0,0,11,0,0,0
7.97,12,12,0,0,0,0,0,0,0,11,0,0,0
6.56,12,12,0,0,0,0,0,0,0,11,0,0,0
7.62,12,12,0,0,0,0,0,0,0,11,0,0,0
7.27,12,12,0,0,0,0,0,0,0,11,0,0,0
7.11,12,12,0,0,0,0,0,0,0,11,0,0,0
7.07,12,12,0,0,0,0,0,0,0,11,0,0,0
7.34,12,12,0,0,0,0,0,0,0,11,0,0,0
7.71,12,12,0,0,0,0,0,0,0,11,0,0,0
6.94,12,12,0,0,0,0,0,0,0,11,0,0,0
7.01,12,12,0,0,0,0,0,0,0,11,0,0,0
7.24,12,12,0,0,0,0,0,0,0,11,0,0,0
7.84,12,12,0,0,0,0,0,0,0,11,0,0,0
6.35,12,12,0,0,0,0,0,0,0,11,0,0,0
7.65,12,12,0,0,0,0,0,0,0,11,0,0,0
7.01,12,12,0,0,0,0,0,0,0,11,0,0,0
7.72,12,12,0,0,0,0,0,0,0,11,0,0,0
7.03,12,12,0,0,0,0,0,0,0,11,0,0,0
7.05,12,12,0,0,0,0,0,0,0,11,0,0,0
7.48,12,12,0,0,0,0,0,0,0,11,0,0,0
9.02,12,12,0,0,0,0,0,0,0,11,0,0,0
6.73,12,12,0,0,0,0,0,0,0,11,0,0,0
7.05,12,12,0,0,0,0,0,0,0,11,0,0,0
7.43,12,12,0,0,0,0,0,0,0,11,0,0,0
7.43,12,12,0,0,0,0,0,0,0,11,0,0,0
7.93,14,14,0,0,0,0,0,0,0,13,0,0,0
6.48,14,14,0,0,0,0,0,0,0,13,0,0,0
8.48,14,14,0,0,0,0,0,0,0,13,0,0,0
7.02,14,14,0,0,0,0,0,0,0,13,0,0,0
7.27,14,14,0,0,0,0,0,0,0,13,0,0,0
10.08,15,15,0,0,0,0,0,0,0,14,0,0,0
5.27,15,15,0,0,0,0,0,0,0,14,0,0,0
